MANUFACTURER,MANUFACTURER IMG,Brand,Brand aka,Brand IMG,Line,Cigar,Cigar IMG,Vitola,LENGTH,RG,SHAPE,WRAPPER,BINDER,FILLER,ORIGIN,WRAPPER SHADE,STRENGTH,Box Pressed,Tubo,F/S,TIN,Pack,Barber,Favorite,MSRP,Box MSRP,Box Count,Inventory,Keystone1,Box Cost,Cigar Cost,Net,PRODUCT #,Master Case
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,ATL Magic Short Belicoso,,Short Belicoso,5.00,52,Belicoso,Mexican San Andres,Pueblo Nuevo,"Pueblo Nuevo, Esteli, Jalapa",,,Medium-Full,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,ATL Magic Sublime,,Toro Gordo,6.00,54,Parejo,Mexican San Andres,Pueblo Nuevo,"Pueblo Nuevo, Esteli, Jalapa",,,Medium-Full,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Black Gordo,,Gordo,6.50,60,Parejo,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Black Torpedo,,Torpedo,6.00,52,Pyramid,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Good Trouble Canonazo,,,6.50,56,,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Good Trouble Gordo,,Gigante,6.50,64,Parejo,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Good Trouble Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Libertad Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,,,,,,,,,,
,,ATL Cigar Co.,,img/icons/brands/atlcigarco.svg,,Libertad Toro,,Toro,6.50,54,Parejo,,,,,,,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,AVO Classic Puritos,,Cigarillo,4.00,30,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic Belicoso,,Belicoso,6.00,48,Pyramid,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic Maduro No. 2 Toro,,Toro,6.00,59,Parejo,USA Connecticut Broadleaf,Dominican Republic,Dominican Republic,Dominican Republic,Maduro,Medium,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic Maduro No. 3 Churchill,,Double Corona,7.50,50,Parejo,USA Connecticut Broadleaf,Dominican Republic,Dominican Republic,Dominican Republic,Maduro,Medium,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic Maduro Robusto,,Robusto,5.00,50,Parejo,USA Connecticut Broadleaf,Dominican Republic,Dominican Republic,Dominican Republic,Maduro,Medium,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic No. 2 Toro,,Toro,6.00,50,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic No. 3 Churchill,,Double Corona,7.50,50,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic No. 5 Corona Grande,,Corona Grande,6.63,50,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic No. 6,,Gordo,6.00,60,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Classic Robusto,,Robusto,5.00,50,Parejo,Ecuadorian Connecticut Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Domaine 10 Robusto,,Robusto,5.13,50,Parejo,Ecuadorian Connecticut/Cuban-Seed Sungrown,Dominican Republic,Dominican Republic,Dominican Republic,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Domaine 20 Perfecto,,Perfecto,4.63,50,Perfecto,Ecuadorian Connecticut/Cuban-Seed Sungrown,Dominican Republic,Dominican Republic,Dominican Republic,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Domaine 50 Perfecto,,Perfecto,6.00,54,Perfecto,Ecuadorian Connecticut/Cuban-Seed Sungrown,Dominican Republic,Dominican Republic,Dominican Republic,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Domaine 70 Toro,,Toro,6.00,54,Perfecto,Ecuadorian Connecticut/Cuban-Seed Sungrown,Dominican Republic,Dominican Republic,Dominican Republic,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Domaine Puritos,,Cigarillo,4.00,30,Parejo,Ecuadorian Connecticut/Cuban-Seed Sungrown,Dominican Republic,Dominican Republic,Dominican Republic,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
,,AVO,,img/icons/brands/avo.svg,,Heritage Robusto,,Robusto,4.50,50,Parejo,Ecuadorian Sun Grown,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,M81 Maduro,Corona,,Corona,5.00,43,Parejo,,,,,,,,,,,,,,10.00,200.00,20,89,11.66,106.55,5.33,6.33,Q-01-83-004,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,M81 Maduro,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,10.25,205.00,20,89,11.91,109.05,5.45,6.45,Q-01-83-002,28
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,M81 Maduro,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,10.75,215.00,20,89,12.40,113.99,5.70,6.70,Q-01-83-001,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,M81 Maduro,Corona Doble,,Double Corona,7.00,50,Parejo,,,,,,,,,,,,,,11.25,225.00,20,89,12.90,118.98,5.95,6.95,Q-01-83-003,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,S84 Shade To Black,Corona,,Corona,5.00,43,Parejo,,,,,,,,,,,,,,10.00,200.00,20,89,11.66,106.55,5.33,6.33,Q-01-83-015,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,S84 Shade To Black,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,10.25,205.00,20,89,11.91,109.05,5.45,6.45,Q-01-83-013,28
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,S84 Shade To Black,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,10.75,215.00,20,89,12.40,113.99,5.70,6.70,Q-01-83-014,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Blackened,,img/icons/brands/blackened.svg,S84 Shade To Black,Corona Doble,,Double Corona,7.00,50,Parejo,,,,,,,,,,,,,,11.25,225.00,20,89,12.90,118.98,5.95,6.95,Q-01-83-016,30
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Toro,,Toro Gordo,6.00,54,Parejo,,,,,,,,,,,,,,7.78,155.60,20,89,7.78,67.80,3.39,4.39,05504-BROT,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Maduro Toro,,Toro,6.00,50,Parejo,,,,,,,,,,,,,,7.78,155.60,20,89,7.78,67.80,3.39,4.39,05502-BROT,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Toro,,Toro Gordo,6.00,54,Parejo,,,,,,,,,,,,,,7.78,155.60,20,89,7.78,67.80,3.39,4.39,05504-BROT,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Maduro Toro,,Toro,6.00,50,Parejo,,,,,,,,,,,,,,7.78,155.60,20,89,7.78,67.80,3.39,4.39,05502-BROT,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,8.00,160.00,20,89,8.00,70.00,3.50,4.50,05489-BROG,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Maduro Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,8.00,160.00,20,89,8.00,70.00,3.50,4.50,05492-BROG,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,8.00,160.00,20,89,8.00,70.00,3.50,4.50,05489-BROG,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Brioso,,img/icons/brands/brioso.svg,,Brioso Maduro Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,8.00,160.00,20,89,8.00,70.00,3.50,4.50,05492-BROG,
,,Buffalo Ten ,,img/icons/brands/buffaloten.svg,,Buffalo Ten Connecticut Toro,,Toro,6.00,50,Box-Pressed Parejo,Ecuadorian Connecticut,African Cameroon,"Dominican Republic, Nicaragua",Dominican Republic,Connecticut,,,,,,,,,,,,,,,,,,
,,Buffalo Ten ,,img/icons/brands/buffaloten.svg,,Buffalo Ten Maduro Toro,,Toro,6.00,50,Box-Pressed Parejo,Mexican San Andres,Dominican Negrito,"Dominican Republic, Nicaragua, Columbian, USA",Dominican Republic,Maduro,,,,,,,,,,,,,,,,,,
,,Buffalo Ten ,,img/icons/brands/buffaloten.svg,,Buffalo Ten Natural Toro,,Toro,6.00,50,Box-Pressed Parejo,Ecuadorian Habano,Indonesian Sumatra,"Dominican Republic, Nicaragua, USA",Dominican Republic,Natural,,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Aristcratas 21th  Toro Gordo,,Toro Gordo,8.00,52,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic",Costa Rica,Connecticut,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Distinguidos 21th Toro,,Toro,6.00,55,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic",Costa Rica,Connecticut,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Elegantes 21th Toro,,Toro,6.13,55,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic",Costa Rica,Connecticut,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Epique Poemas 19th,,Double Corona,7.00,54,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Grand Poemas 19th,,Toro Gordo,6.00,56,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Habaneros 20th Toro,,Toro,6.00,54,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Natural,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Honorables 21th Gordo,,Gigante,7.00,60,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic",Costa Rica,Connecticut,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Londineses 20th Robusto,,Robusto,5.25,54,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Natural,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Mesolongis 20th Gordo,,Gigante,7.25,58,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Natural,Medium,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Petit Poemas 19th,,Short Robusto,4.00,50,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Poemas 19th,,Robusto Extra,5.00,52,Parejo,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
,,Byron,,img/icons/brands/byron.svg,,Byron Venecianos 20th Toro,,Toro,6.50,56,Pyramid,Ecuador,Undisclosed,"Undisclosed, Dominican Republic, Peruvian Ligero",Costa Rica,Natural,Medium,,,,,,,,,,,,,,,,,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 HABANO TUBOS,,Robusto,5.00,50,Parejo,,,,,,,,Tubo,,,,,,11.09,133.12,12,89,11.09,60.56,5.05,6.05,TCCH011,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 MADURO TUBOS,,Robusto,5.00,50,Parejo,,,,,,,,Tubo,,,,,,11.28,135.30,12,89,11.28,61.65,5.14,6.14,TCCM011,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 F TUBOS,,Robusto,5.00,50,Parejo,,,,,,,,Tubo,,,,,,12.54,150.44,12,89,12.54,69.22,5.77,6.77,TCCF011,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 738 F Lancero,,Lancero,7.00,38,Parejo,,,,,,,,,,,,,,10.01,180.22,18,89,10.01,81.11,4.51,5.51,TCCF040,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 HABANO  ,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,9.02,216.50,24,89,9.02,96.25,4.01,5.01,TCCH010,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 MADURO  ,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,9.38,225.16,24,89,9.38,100.58,4.19,5.19,TCCM010,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 550 F,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,10.46,251.12,24,89,10.46,113.56,4.73,5.73,TCCF010,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 660 HABANO DBL TORO,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,11.82,283.56,24,89,11.82,129.78,5.41,6.41,TCCH030,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 660 MADURO DBL TORO,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,12.18,292.22,24,89,12.18,134.11,5.59,6.59,TCCM030,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 660 DBL TORO F,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,13.80,331.14,24,89,13.80,153.57,6.40,7.40,TCCF030,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 654T HABANO,,Torpedo,6.00,54,Torpedo,,,,,,,,,,,,,,10.46,251.12,24,89,10.46,113.56,4.73,5.73,TCCH020,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 654T MADURO,,Torpedo,6.00,54,Torpedo,,,,,,,,,,,,,,10.82,259.76,24,89,10.82,117.88,4.91,5.91,TCCM020,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain 654TF,,Torpedo,6.00,54,Torpedo,,,,,,,,,,,,,,12.18,292.22,24,89,12.18,134.11,5.59,6.59,TCCF020,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain Daytona 543 No.4 ,,Petit Corona,5.00,43,Parejo,,,,,,,,,,,,,,7.58,181.90,24,89,7.58,78.95,3.29,4.29,TCCD010,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain Daytona CORONA,,Corona,6.00,46,Parejo,,,,,,,,,,,,,,8.66,207.86,24,89,8.66,91.93,3.83,4.83,TCCD030,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain Daytona 550 Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,9.02,216.50,24,89,9.02,96.25,4.01,5.01,TCCD020,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain Daytona 660 Double Toro,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,11.82,283.56,24,89,11.82,129.78,5.41,6.41,TCCD050,
Oliva,img/icons/manufacturers/oliva.svg,Cain,,img/icons/brands/cain.svg,,Cain Daytona 654T Torpedo,,Torpedo,6.00,54,Torpedo,,,,,,,,,,,,,,10.46,251.12,24,89,10.46,113.56,4.73,5.73,TCCD040,
,,Caldwell,,img/icons/brands/caldwell.svg,,All Out Kings Foreverlast,,Toro,6.50,54,Parejo,"Connecticut river Valley Stalk Cut, Sun Cured Habano",Indonesian Habano,"Connecticut Broadleaf Ligero, Dominican Corojo 98 seco, Nicaragua Esteli Viso, Nicaragua Jalapa Viso",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,All Out Kings Give Me Your Lunch Money,,Corona,5.75,46,Parejo,"Connecticut river Valley Stalk Cut, Sun Cured Habano",Indonesian Habano,"Connecticut Broadleaf Ligero, Dominican Corojo 98 seco, Nicaragua Esteli Viso, Nicaragua Jalapa Viso",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,All Out Kings Smash,,Short Robusto,4.00,52,Parejo,"Connecticut river Valley Stalk Cut, Sun Cured Habano",Indonesian Habano,"Connecticut Broadleaf Ligero, Dominican Corojo 98 seco, Nicaragua Esteli Viso, Nicaragua Jalapa Viso",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,All Out Kings The 4th Pose,,Pyramid,6.00,54,Pyramid,"Connecticut river Valley Stalk Cut, Sun Cured Habano",Indonesian Habano,"Connecticut Broadleaf Ligero, Dominican Corojo 98 seco, Nicaragua Esteli Viso, Nicaragua Jalapa Viso",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Anastasia Caspia,,Lancero,5.75,43,Parejo,Undisclosed,Undisclosed,Undisclosed,Dominican Republic,Natural,Medium-Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Anastasia Kartel Robusto,,Robusto,5.00,49,Parejo,Undisclosed,Undisclosed,Undisclosed,Dominican Republic,EMS,Medium-Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Anastasia Mercure,,Churchill,7.00,47,Parejo,Undisclosed,Undisclosed,Undisclosed,Dominican Republic,Natural,Medium-Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Anastasia Opera,,Toro,6.00,52,Parejo,Undisclosed,Undisclosed,Undisclosed,Dominican Republic,Natural,Medium-Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Connecticut Churchill,,Churchill,7.00,48,Parejo,Ecuadorian Connecticut,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Connecticut Corona,,Corona,5.75,44,Parejo,Ecuadorian Connecticut,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Connecticut Magnum,,Gordo,6.00,60,Parejo,Ecuadorian Connecticut,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Connecticut Robusto,,Robusto,5.00,50,Parejo,Ecuadorian Connecticut,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Connecticut Toro,,Toro,6.00,52,Parejo,Ecuadorian Connecticut,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Magnum,,Gordo,6.00,60,Parejo,Ecuadorian Habano,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Colorado Maduro,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Robusto,,Robusto,5.00,50,Parejo,Ecuadorian Habano,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Colorado Maduro,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Blind Man's Bluff Toro,,Toro,6.00,52,Parejo,Ecuadorian Habano,Honduran Criollo,"San Vincente, Honduran Criollo Ligero",Dominican Republic,Colorado Maduro,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Eastern Standard Corretto,,Robusto,5.00,50,Parejo,"Connecticut Shade, Brazillian Matta Fina",Dominican Republic Habano,"Dominican Criollo 98, Dominican Corojo Ligero, Nicaraguan Habano",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Eastern Standard Cream Crush,,Churchill,7.00,48,Parejo,"Connecticut Shade, Brazillian Matta Fina",Dominican Republic Habano,"Dominican Criollo 98, Dominican Corojo Ligero, Nicaraguan Habano",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Eastern Standard Cypress Room,,Toro,6.00,54,Parejo,"Connecticut Shade, Brazillian Matta Fina",Dominican Republic Habano,"Dominican Criollo 98, Dominican Corojo Ligero, Nicaraguan Habano",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Eastern Standard Manzanita,,Corona,4.00,42,Parejo,"Connecticut Shade, Brazillian Matta Fina",Dominican Republic Habano,"Dominican Criollo 98, Dominican Corojo Ligero, Nicaraguan Habano",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Hit & Run Almost Robusto,,Robusto,4.75,52,Parejo,Mexican Habano,Indonesia,Indonesian,Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Hit & Run Corona,,Corona,6.00,44,Parejo,Mexican Habano,Indonesia,Indonesian,Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Hit & Run Super Toro,,Toro,6.00,54,Parejo,Mexican Habano,Indonesia,Indonesian,Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba 6x54,,Toro,6.00,54,Parejo,Dominican Corojo,Dominican Corojo,"Dominican Habano, Corojo (50% Ligero)",Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Purple 5x50,,Robusto,5.00,50,Parejo,Ecuadorian Habano,Dominican Corojo,"Dominican Habano, Corojo",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Purple 6.75x46,,Lonsdale,6.75,46,Parejo,Ecuadorian Habano,Dominican Corojo,"Dominican Habano, Corojo",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Purple 6x60,,Gordo,6.00,60,Parejo,Ecuadorian Habano,Dominican Corojo,"Dominican Habano, Corojo",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Purple 7x40,,Lonsdale,7.00,40,Parejo,Ecuadorian Habano,Dominican Corojo,"Dominican Habano, Corojo",Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Red 4.5x52,,Robusto,4.50,52,Parejo,Dominican Corojo,Dominican Corojo,"Dominican Habano, Corojo (50% Ligero)",Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Red 5.75x46,,Corona,5.75,46,Parejo,Dominican Corojo,Dominican Corojo,"Dominican Habano, Corojo (50% Ligero)",Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,La Barba Red 6.5x40,,Lonsdale,6.50,40,Parejo,Dominican Corojo,Dominican Corojo,"Dominican Habano, Corojo (50% Ligero)",Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Long Live The King Manzanita,,Petite Corona,4.00,42,Parejo,Dominican Corojo,Dominican Corojo,"Peruvian Pelo De Oro, Nicaragua Habana Ligero",Dominican Republic,Colorado,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Long Live The King Marquis,,Gordo,6.00,60,Parejo,Dominican Corojo,Dominican Corojo,"Peruvian Pelo De Oro, Nicaragua Habana Ligero",Dominican Republic,Colorado,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Long Live The King Petite Dbl Wide Short Churchill,,Toro,6.00,52,Parejo,Dominican Corojo,Dominican Corojo,"Peruvian Pelo De Oro, Nicaragua Habana Ligero",Dominican Republic,Colorado,Full,,,,,,,,,,,,,,,,,
,,Caldwell,,img/icons/brands/caldwell.svg,,Long Live The King The Heater,,Corona Extra,5.75,46,Parejo,Dominican Corojo,Dominican Corojo,"Peruvian Pelo De Oro, Nicaragua Habana Ligero",Dominican Republic,Colorado,Full,,,,,,,,,,,,,,,,,
